,normalized_street_name_season,snowfall,total_area,average_coverage,roadwork_factor
231,1-5 avenue_2017,16.41816468307931,12.12949297527597,0.3334644166045041,0.6411694414672323
232,1-5 avenue_2018,16.516874885350276,12.12949297527597,0.35240404857132457,0.3780939113120324
233,1-5 avenue_2019,16.002561944857224,12.12949297527597,0.3562520604184522,0.6461603893356085
235,1-5 avenue_2021,16.59228748425556,12.12949297527597,0.39703013289300726,0.000899595242836093
236,1-5 avenue_2022,16.02416105426224,12.12949297527597,0.4336150661044917,0.04094998632895411
238,1-5 avenue_2024,15.698738696077145,12.12949297527597,0.38181883454276705,0.1845690293344339
261,1-6 avenue_2017,16.06828750976106,11.833898341439841,0.3780093384595748,0.485076953743213
263,1-6 avenue_2019,15.6698967625375,11.833898341439841,0.38798852457029154,0.06456977064930008
266,1-6 avenue_2022,15.699660859853074,11.833898341439841,0.4638924517537154,0.13601580391744317
268,1-6 avenue_2024,15.477250215604892,11.833898341439841,0.36839738818834084,0.18664552827400913
292,1-7 avenue_2018,15.706111450534411,11.316997092235944,0.383624620496159,1.1065804583172865
293,1-7 avenue_2019,15.152990709274814,11.316997092235944,0.3704853892121376,0.10399959001848479
295,1-7 avenue_2021,15.75692677788514,11.316997092235944,0.4206984840332406,0.35037514179020435
296,1-7 avenue_2022,15.182754803483137,11.316997092235944,0.456436968412374,0.5709795465857378
298,1-7 avenue_2024,14.960344184853282,11.316997092235944,0.3728508765092561,0.7527359719716029
303,1-7 avenue south_2019,13.66104791095634,9.825095303723522,0.4488924015401828,0.8356878673420554
305,1-7 avenue south_2021,14.264983569505524,9.825095303723522,0.48780030786485157,0.009058844488346039
331,1-8 avenue_2017,15.723557883384194,11.489171657778696,0.3923676198853682,0.7912262507195803
332,1-8 avenue_2018,15.878287916234092,11.489171657778696,0.40862835286238325,0.22306354811403908
333,1-8 avenue_2019,15.325167157334608,11.489171657778696,0.4066471045753702,0.3771342183401026
336,1-8 avenue_2022,15.35493125276054,11.489171657778696,0.46272687180755095,0.4019924186291918
338,1-8 avenue_2024,15.13252062409188,11.489171657778696,0.4407600241127335,0.0756639039209896
351,1-86 street transverse_2017,13.178912817890037,8.890371614123278,0.21191359723707368,2.1885313448925325
362,1-9 avenue_2018,16.001445631508705,11.589141458060691,0.36766342118483364,0.03285433687094718
363,1-9 avenue_2019,15.507733696755391,11.589141458060691,0.38366420582784594,0.22888702594127547
371,1-97 street transverse_2017,13.722185528543685,9.433587393964673,0.18691585905819794,1.5701979990964967
405,1-abraham kazan street_2021,11.29262913162049,6.853731028104177,0.36967230291367453,2.5912391928740606
425,1-academy street_2021,13.740297400646309,9.271956688895054,0.33567554590954696,0.937386640168888
428,1-academy street_2024,12.833195463919555,9.271956688895054,0.2920904447326918,0.02097840638519171
452,1-albany street_2018,12.977356079460765,8.588413664230451,0.2573408339050804,1.0307616217599351
456,1-albany street_2022,12.454000918570863,8.588413664230451,0.3171086457860046,0.007273483966498386
486,1-allen street_2022,13.989944448701845,10.124214085459995,0.5339260724173012,0.5444731431782086
501,1-amsterdam avenue_2017,16.66222623015536,12.333077430710915,0.37081805225695125,0.2426324038980567
503,1-amsterdam avenue_2019,16.251674435338053,12.333077430710915,0.39900371636784443,0.06803241039182696
506,1-amsterdam avenue_2022,16.2572222992917,12.333077430710915,0.4716735461631983,0.265513147680719
508,1-amsterdam avenue_2024,15.894403285289519,12.333077430710915,0.40622581750632786,0.38960669217370647
561,1-arden street_2017,12.890012436327085,8.561048204997757,0.29379082694010217,1.2517338677241958
568,1-arden street_2024,12.122192338807661,8.561048204997757,0.32988242694215736,0.8134603460699539
596,1-attorney street_2022,12.220722136210764,8.355182790153705,0.2193717410905577,0.08470872792695418
603,1-audubon avenue_2019,14.386183196126089,10.467609753560584,0.29980141598553395,0.1588823250601918
608,1-audubon avenue_2024,14.028912251191347,10.467609753560584,0.36552801162851994,0.31393444359584666
616,1-avenue a_2022,13.702792149182446,9.837074843765786,0.45467354334794824,0.017250353406527592
618,1-avenue a_2024,13.480381745888009,9.837074843765786,0.41931511262079746,0.3325359280854066
625,1-avenue b_2021,13.883155987106937,9.443292568176632,0.34930301029863775,0.921556841546655
626,1-avenue b_2022,13.308984626322351,9.443292568176632,0.40287778454321344,0.015774919115362215
635,1-avenue c_2021,14.752707347381607,10.31279845497452,0.3518460544778925,1.774206309980466
636,1-avenue c_2022,14.178535565516798,10.31279845497452,0.3773484155309587,0.013607003406216902
656,1-avenue d_2022,13.07243460953908,9.206763249622782,0.37350653226309144,0.024399886823535173
693,1-barclay street_2019,12.770467635726375,8.934591033634705,0.32785269208276957,1.366499733791711
736,1-baruch place_2022,11.175092765327905,7.309978180672544,0.15179244098111205,0.22554067591393126
782,1-battery place_2018,13.594411809821414,9.20538469243299,0.31322268170098205,1.2740211186371047
793,1-baxter street_2019,12.441788056602718,8.605961615802794,0.3039551940506233,1.2303712781804668
796,1-baxter street_2022,12.471552042672586,8.605961615802794,0.33522561273236284,0.02048866642731566
798,1-baxter street_2024,12.24914231561021,8.605961615802794,0.3168851033459081,0.03101405352916946
836,1-beaver street_2022,11.885441311053766,8.01999367630803,0.3274405645908651,0.024399886823535173
846,1-bedford street_2022,12.296010315128116,8.430454270439704,0.28973877950849475,0.014297304700824425
962,1-bethune street_2018,12.553147161692694,8.164301931925964,0.2718327512753678,1.4624912214553445
1035,1-bogardus place_2021,12.290071024215033,7.8220336507247215,0.31070272344216143,0.6540424606791843
1073,1-bradhurst avenue_2019,13.451974909182198,9.533444542451193,0.3508943797349679,0.3057920916240985
1076,1-bradhurst avenue_2022,13.45752276566193,9.533444542451193,0.4187927154211262,0.1743733869447804
1082,1-bridge street_2018,11.88622401696877,7.497645302540371,0.311128632503762,1.3191390859324825
1113,1-broad street_2019,12.814665471583755,8.978783296068803,0.31105030683325,1.6501959049062682
1121,1-broadway_2017,17.38131386666131,13.052162838769098,0.3614224215956395,0.771865935271336
1122,1-broadway_2018,17.46447404661707,13.052162838769098,0.38393153956022746,0.8044201829693741
1123,1-broadway_2019,16.97076205673618,13.052162838769098,0.3896415328658272,0.06550680220211963
1125,1-broadway_2021,17.52059438033301,13.052162838769098,0.42630010380891664,0.09440067542148431
1126,1-broadway_2022,16.97630992093806,13.052162838769098,0.45334299188596267,0.24717252911357093
1128,1-broadway_2024,16.6134908874202,13.052162838769098,0.40466135881102255,0.1488509467323547
1129,1-broadway_2025,16.60750881610825,13.052162838769098,0.0,0.12566301799565704
1243,1-broome street_2019,14.111871768784628,10.275899960355147,0.2500956228564672,0.6259919053725372
1245,1-broome street_2021,14.715807619330606,10.275899960355147,0.3065003482485027,0.005783244755727333
1246,1-broome street_2022,14.141635848887011,10.275899960355147,0.3191977392306569,0.4700661272926919
1249,1-broome street_2025,13.786217231547113,10.275899960355147,0.0,0.011928570865273802
1276,1-cabrini boulevard_2022,12.829630183850135,8.9056139530388,0.3185479329932216,0.02185933435289352
1298,1-canal street_2024,14.47616050130805,10.832820787018768,0.40595759765271605,0.4835366435283199
1356,1-carlisle street_2022,10.529529503825055,6.665008706064206,0.3182398044945505,0.028976108236517098
1396,1-catherine lane_2022,10.550253789416379,6.685707392686896,0.2803019651541584,0.15383634471486715
1416,1-catherine street_2022,12.055845440865879,8.190347365443676,0.3416409287176547,0.027906953253007873
1496,1-cedar street_2022,12.16248153844282,8.29695600028156,0.29574804639464425,0.027323295648890352
1751,1-central park west_2017,15.668341597561446,11.379675834503605,0.33494765865851395,1.958360887350616
1753,1-central park west_2019,15.252738901961543,11.379675834503605,0.3851904117329506,1.357663378320738
1758,1-central park west_2024,14.948915697680203,11.379675834503605,0.4010654488906307,0.13653936413882692
1782,1-centre street_2018,14.15877067220031,9.769700750044711,0.3118384919998154,0.44250395554315075
1785,1-centre street_2021,14.209585971881049,9.769700750044711,0.3721428059492623,0.5294510878891555
1786,1-centre street_2022,13.635414409201186,9.769700750044711,0.40885330108811546,0.020194707285519278
1792,1-chambers street_2018,14.030829364225106,9.641767146423875,0.3342678462864223,0.6143204000139743
1796,1-chambers street_2022,13.507473167814803,9.641767146423875,0.4390935781556586,0.87983419486354
1822,1-charles street_2018,13.26335873698948,8.874370567680396,0.27307256007881553,0.6495609523970224
1826,1-charles street_2022,12.740003180607054,8.874370567680396,0.2871672340628854,0.008464078412129412
1836,1-charlton street_2022,12.497071812817088,8.631476871208509,0.45102585697559294,0.6315908748608395
1873,1-cherry street_2019,13.488197713681464,9.652255089952227,0.28011122308021374,2.3172864958469384
1876,1-cherry street_2022,13.517961774906526,9.652255089952227,0.34798241751833314,0.011928570865273802
1913,1-christopher street_2019,13.161551485343677,9.325633157688834,0.38186626383762756,1.3376554355133305
1915,1-christopher street_2021,13.76548680111491,9.325633157688834,0.3983369593743819,0.1228369099590624
1916,1-christopher street_2022,13.191315530853075,9.325633157688834,0.3901577614492192,0.43139273011808
1933,1-church street_2019,14.11144257696548,10.275470783007163,0.3934204236974949,0.9963211317796435
1935,1-church street_2021,14.715378427366762,10.275470783007163,0.41547103256201795,0.005783244755727333
1958,1-claremont avenue_2024,13.112617254103771,9.543435940593882,0.3578449908740882,1.3156036204971213
1968,1-clarkson street_2024,12.233174077041674,8.589996245982968,0.46004036727447817,0.4624123885499145
1986,1-cleveland place_2022,11.35827362542997,7.493049429099134,0.4251530630803838,0.6607272893038341
1988,1-cleveland place_2024,11.135865850766818,7.493049429099134,0.3474950059119632,0.0914846901221783
2005,1-clinton street_2021,14.06619583035412,9.62631931705832,0.3572169656930966,1.0605642210305797
2008,1-clinton street_2024,13.269614010435113,9.62631931705832,0.3780366610424634,0.009455158770755135
2045,1-columbia street_2021,13.802052227345508,9.36219542214596,0.39037936080000757,3.8353730359042264
2052,1-columbus avenue_2018,15.680873157468758,11.291759106226914,0.3715988451826852,1.8176870912379708
2053,1-columbus avenue_2019,15.127752419059687,11.291759106226914,0.3846473885206125,0.06475724721527852
2126,1-convent avenue_2022,14.03493076128808,10.11082141131634,0.41040551124019786,0.7232883374719321
2138,1-cooper square_2024,12.489322453236026,8.846103699603852,0.3333474910477042,1.2350644118036098
2195,1-cortlandt street_2021,11.56850200290516,7.129352396111137,0.37768554400108867,0.6127502434879162
2236,1-crosby street_2022,12.822720146384954,8.957076657309853,0.30547344460349296,0.012916225266546328
2238,1-crosby street_2024,12.600310136503436,8.957076657309853,0.22727294465622094,0.11867152971749864
2408,1-dongan place_2024,10.463788957677979,6.903435106451939,0.2859564464843111,1.8687205103641833
2421,1-dover street_2017,11.756570196522508,7.522706854450988,0.31061959883176016,2.549109176985929
2441,1-doyers street_2017,10.899138024218347,6.665997529451327,0.1400460736457163,2.6852795736478607
2446,1-doyers street_2022,10.530519562237624,6.665997529451327,0.26552667957200404,1.5013180376886726
2475,1-duane street_2021,13.653627153435863,9.213783932293916,0.29932018821124884,1.2651713790469445
2476,1-duane street_2022,13.07945597968703,9.213783932293916,0.2889112632112556,0.024887715507778994
2532,1-dyckman street_2018,14.821099284260109,10.40881575698381,0.3529423659612279,1.356736808877565
2538,1-dyckman street_2024,13.97011658107207,10.40881575698381,0.4041232119995859,0.006975613736425242
2546,1-dyer avenue_2022,13.524571774858428,9.658864675282299,0.10955048323507431,0.02566774674857779
2575,1-east 1 street_2021,13.232430099664384,8.792638459820637,0.29328702497234854,2.62367534543371
2582,1-east 10 street_2018,14.541016432081634,10.151928577766375,0.3119088505429978,0.36018876323852894
2583,1-east 10 street_2019,13.987895936872127,10.151928577766375,0.3182228242307108,0.6815299612197546
2603,1-east 100 street_2019,12.738446665128782,8.865510658704386,0.2740177102577231,2.2144094020903204
2608,1-east 100 street_2024,12.434624418880388,8.865510658704386,0.31001698775599684,0.01014833105181515
2615,1-east 101 street_2021,13.234335744567826,8.771689185187032,0.3323050532406514,1.50027015843332
2625,1-east 102 street_2021,13.67840135529667,9.215699834080693,0.31727429491924913,1.5875194483330777
2628,1-east 102 street_2024,12.784854133213715,9.215699834080693,0.30477650581108107,2.2930800629797408
2635,1-east 103 street_2021,13.334203061352685,8.871541934360055,0.23890903142341835,0.8861201425290384
2638,1-east 103 street_2024,12.440656519631915,8.871541934360055,0.2082549388204591,1.3525307309670815
2655,1-east 104 street_2021,13.696413453213028,9.233710176924127,0.3252020696501733,1.5444726335817414
2671,1-east 106 street_2017,14.887979695641993,10.599327254885438,0.30585739922412114,0.3221559603118572
2673,1-east 106 street_2019,14.472377095560232,10.599327254885438,0.3385251166824169,0.7879117570043683
2681,1-east 107 street_2017,13.112365823484085,8.823833965519563,0.18991790368588937,0.9329511727672624
2689,1-east 107 street_2025,12.4201808128385,8.823833965519563,0.0,0.5203996462002639
2691,1-east 108 street_2017,13.850605777988585,9.561998135352415,0.21546710381587061,1.1011756670712698
2701,1-east 109 street_2017,13.784192648696365,9.495589770699157,0.23240029504584156,1.2282653368949676
2715,1-east 11 street_2021,14.284968154720927,9.845078831574595,0.31743216157641063,0.008860628432196557
2718,1-east 11 street_2024,13.488386148546162,9.845078831574595,0.29337703223728134,0.26251809878823135
2721,1-east 110 street_2017,13.74907525172353,9.460475023973244,0.2382217491353394,1.4133013666064176
2731,1-east 111 street_2017,13.746036147839906,9.45743615385079,0.22549372865916334,1.495328122144013
2751,1-east 112 street_2017,13.563070392766388,9.274485865172766,0.24281801456023003,2.290907170713791
2758,1-east 112 street_2024,12.843645683451275,9.274485865172766,0.30169974353032253,1.923080086555413
2776,1-east 114 street_2022,11.383559921583645,7.48943428872147,0.3169552828021938,1.2176389950897506
2786,1-east 115 street_2022,13.301738034438767,9.407145134229836,0.31781845940087683,1.9359175315937935
2793,1-east 116 street_2019,14.305849179368952,10.43280376247336,0.36031414733127154,1.1004439434970796
2796,1-east 116 street_2022,14.327448278086537,10.43280376247336,0.42490763955955996,0.011730922875698666
2806,1-east 117 street_2022,13.440856690216638,9.54625333971904,0.30113765039345175,0.013705647056111932
2808,1-east 117 street_2024,13.11543484920027,9.54625333971904,0.2734432487995273,0.6954944236282934
2816,1-east 118 street_2022,13.555882773940755,9.661271815879923,0.29967383646693835,0.7674658448022446
2826,1-east 119 street_2022,13.64673961660265,9.75212323837355,0.3021696422291077,0.01153323581367303
2831,1-east 12 street_2017,14.054709817991226,9.82036704817666,0.27962272217518874,0.765700373241654
2833,1-east 12 street_2019,13.656319404630043,9.82036704817666,0.2916424736678778,1.0446487657246804
2849,1-east 120 street_2025,13.323325600832526,9.726893619228392,0.0,0.013311014059672338
2873,1-east 122 street_2019,13.093941180153571,9.220963815375777,0.19149140308945214,1.2095870151104042
2893,1-east 124 street_2019,13.202981762675952,9.329994388964332,0.28649088708162784,0.8951079526062484
2905,1-east 125 street_2021,14.520937583498595,10.058180079749002,0.5155455020780919,0.795839138783491
2912,1-east 126 street_2018,13.814933639013239,9.427625870777117,0.31106159967422004,0.5920553189986716
2933,1-east 128 street_2019,13.26121580875725,9.388223520279363,0.28460193687538005,0.8486968813009109
2942,1-east 129 street_2018,12.971930928018136,8.584728318878469,0.32119319704353344,1.7331588394238593
2962,1-east 13 street_2018,14.299787870835578,9.910710524288644,0.2658079154254728,0.3814456022639441
2971,1-east 130 street_2017,12.827841101026632,8.539357019503393,0.3063306315298539,1.30106321675723
2972,1-east 130 street_2018,12.926551057887252,8.539357019503393,0.32983370892204805,0.2848781451190467
2981,1-east 131 street_2017,12.982947471024142,8.694435669500496,0.4026288457072156,1.6162744896930887
2993,1-east 132 street_2019,12.589602230449223,8.716688410143142,0.5228953478533211,0.9104738465525902
3002,1-east 135 street_2018,13.367227785007742,8.95504198511207,0.3452473236001803,1.2544757864990428
3031,1-east 14 street_2017,14.87289713305698,10.638524442700534,0.3308151199209675,0.046979001193994605
3032,1-east 14 street_2018,15.027627137380568,10.638524442700534,0.3418841181831374,0.916090711871488
3046,1-east 15 street_2022,13.421373229429207,9.555672926406627,0.32604189434234043,0.7341451595940175
3048,1-east 15 street_2024,13.19896291674848,9.555672926406627,0.30138091680994283,0.17538085911462345
3056,1-east 16 street_2022,13.142606008194875,9.276927989831217,0.2717596359288458,0.23885940775421247
3058,1-east 16 street_2024,12.920195814281836,9.276927989831217,0.27786391677113587,0.04821857227047433
3066,1-east 17 street_2022,13.185350408218842,9.319668557030548,0.34620690803999843,0.8128838621622787
3068,1-east 17 street_2024,12.962940193878302,9.319668557030548,0.3315339549806303,0.48230268483275246
3076,1-east 18 street_2022,13.264679500370617,9.39899095577304,0.3064027998263526,0.5384797005478066
3078,1-east 18 street_2024,13.04226925035693,9.39899095577304,0.2804360557804667,0.45641167572626856
3081,1-east 19 street_2017,13.43534964125234,9.201052799239195,0.23527016158997335,0.45919543052913214
3086,1-east 19 street_2022,13.066723596407991,9.201052799239195,0.34108899533941045,1.0551827307407737
3096,1-east 2 street_2022,13.642258073981901,9.776544033160068,0.2962700896383145,0.437092965788476
3106,1-east 20 street_2022,13.879927431525061,10.014201633734901,0.32015843841648334,0.19070300082186978
3111,1-east 21 street_2017,13.400292017782414,9.165998724816848,0.24942448078224216,0.09339926425854966
3121,1-east 22 street_2017,13.52863905097904,9.294333349053687,0.2021211327560148,0.05297188476610572
3128,1-east 22 street_2024,12.937602745731223,9.294333349053687,0.24091572106000747,0.37665402625404476
3135,1-east 23 street_2021,14.594081004530754,10.154177752777677,0.3518334279567436,0.43851296215436475
3146,1-east 24 street_2022,13.261006892063536,9.395318645762815,0.31050923983595746,0.014395880283732383
3156,1-east 25 street_2022,13.303679748253865,9.437988102646381,0.3010611641704954,0.013804280976397056
3158,1-east 25 street_2024,13.08126948171314,9.437988102646381,0.2511015490890431,0.4223222251745873
3173,1-east 26 street_2019,13.419613547179493,9.583675388283423,0.28121277892633995,0.6907944149763481
3176,1-east 26 street_2022,13.449377605516553,9.583675388283423,0.3538379424805196,0.19392069263730652
3183,1-east 27 street_2019,13.18281425147686,9.346894089541907,0.20746573859497996,0.8896592408732374
3186,1-east 27 street_2022,13.212578298172755,9.346894089541907,0.25777022862377735,0.015971769509698662
3196,1-east 28 street_2022,13.200985649499128,9.335302436741305,0.3148859872158168,0.56338012250088
3206,1-east 29 street_2022,13.371650873811815,9.505954104434977,0.2890027858288758,0.47125284864616745
3216,1-east 3 street_2022,13.477772066422315,9.6120679622765,0.3164046735704037,1.3143954855760271
3226,1-east 30 street_2022,13.516193283552496,9.650486709994857,0.3159135096001763,0.7866375236472842
3236,1-east 31 street_2022,13.052078271468586,9.18640893218256,0.31237468504215243,0.3146647437816678
3246,1-east 32 street_2022,13.375223198474917,9.509526169322472,0.29936109799229693,0.47168970701739266
3253,1-east 33 street_2019,13.505605424141695,9.669661715057737,0.28269516869564054,0.20546825963420137
3256,1-east 33 street_2022,13.5353694860688,9.669661715057737,0.3430093728742249,0.34451126543782423
3266,1-east 34 street_2022,13.928197325356043,10.062469462513546,0.48703535235771284,0.011236631925987681
3271,1-east 35 street_2017,13.860277449272095,9.62594617159592,0.2553428561514224,0.2304765986810017
3286,1-east 36 street_2022,13.39102775966814,9.525329592294035,0.3477593488796194,0.12575120530556033
3288,1-east 36 street_2024,13.16861745836939,9.525329592294035,0.30942669385683075,0.7659793392096153
3291,1-east 37 street_2017,13.90512343932408,9.67078930938987,0.16636953109806019,0.2226634360773325
3292,1-east 37 street_2018,14.059853362377261,9.67078930938987,0.18890325424833335,0.2226634360773325
3293,1-east 37 street_2019,13.506733088133213,9.67078930938987,0.20126575647346218,1.0954405975024746
3302,1-east 38 street_2018,13.779614994820504,9.390571097721772,0.2699806346352181,0.2687285845346934
3306,1-east 38 street_2022,13.256258956758279,9.390571097721772,0.32194560934286587,0.5597872018146528
3311,1-east 39 street_2017,13.711460619966077,9.477139778239948,0.2745570999088418,0.821848175575679
3312,1-east 39 street_2018,13.866190515012143,9.477139778239948,0.29310137698428634,0.2551072265196023
3326,1-east 4 street_2022,13.670599197959547,9.804883604089591,0.3744663160904444,1.190948353203183
3341,1-east 40 street_2017,13.508910899153378,9.274607002576122,0.26898993943962834,1.0913526679388494
3342,1-east 40 street_2018,13.663640758484176,9.274607002576122,0.29350592756481525,0.30652836024814084
3365,1-east 42 street_2021,14.520779634405441,10.080879307268276,0.3629054936893685,0.7793707473085628
3375,1-east 43 street_2021,13.616021231396914,9.176181784219787,0.3381091661076998,0.22242329198972652
3378,1-east 43 street_2024,12.819439950434058,9.176181784219787,0.3194981176364409,0.02185933435289352
3381,1-east 44 street_2017,13.474915822772541,9.240615121918855,0.24324516419724032,1.0257189631477848
3388,1-east 44 street_2024,12.88387957677992,9.240615121918855,0.27422992774399196,0.02058663360838838
3398,1-east 45 street_2024,13.107713211653355,9.464429808574256,0.2872509450469569,0.018723613998102594
3408,1-east 46 street_2024,13.1469273548417,9.503641047124766,0.2519208854724455,0.013311014059672338
3411,1-east 47 street_2017,13.617821312121464,9.383507879076799,0.19798316114223785,0.7008673035750834
3418,1-east 47 street_2024,13.026784915272058,9.383507879076799,0.22891303928612286,0.013113639145383105
3421,1-east 48 street_2017,13.69702413173907,9.462704387481534,0.21310641930830967,0.6923968991692412
3428,1-east 48 street_2024,13.105987660112248,9.462704387481534,0.2559778670294684,0.015774919115362215
3438,1-east 49 street_2024,13.35939495528749,9.716094745407647,0.2785269918057908,0.01222496962256897
3445,1-east 5 street_2021,13.987385458697894,9.547514291009115,0.2710164645512186,1.9040161515737226
3446,1-east 5 street_2022,13.413214026159174,9.547514291009115,0.26634398600485504,0.4098554564094573
3463,1-east 50 street_2019,13.337229425845194,9.501297051141146,0.26226250918884814,0.44596705141749426
3468,1-east 50 street_2024,13.144583188405194,9.501297051141146,0.28336241130726453,0.7443629719442156
3473,1-east 51 street_2019,13.333321693086662,9.497389604759675,0.28241026435034666,0.41831552008698414
3478,1-east 51 street_2024,13.140675456988665,9.497389604759675,0.2784441314668446,0.01479008547263543
3491,1-east 52 street_2017,13.8218974151544,9.587568682151007,0.24224107297558659,0.12460416322453086
3493,1-east 52 street_2019,13.423507102798704,9.587568682151007,0.2375629005426621,0.16262892344821855
3498,1-east 52 street_2024,13.230860837026638,9.587568682151007,0.24023798467350987,0.015085637418040853
3501,1-east 53 street_2017,13.840402916498583,9.60607294434941,0.2732400513976972,0.9245366407280058
3508,1-east 53 street_2024,13.249366323689182,9.60607294434941,0.31594274423737656,0.02634977532278202
3511,1-east 54 street_2017,13.89940496691744,9.665071193609666,0.2550836412095452,0.48710653714539787
3516,1-east 54 street_2022,13.53077868003592,9.665071193609666,0.3329360914908015,0.009257021262676763
3518,1-east 54 street_2024,13.308368329071287,9.665071193609666,0.2630271746674385,0.09830568878412334
3525,1-east 55 street_2021,14.111710599936117,9.671831185985637,0.32930374714260036,0.5041634808924402
3526,1-east 55 street_2022,13.53753909103695,9.671831185985637,0.34584127732294523,0.014198719399812949
3528,1-east 55 street_2024,13.315128737841267,9.671831185985637,0.2919831543511715,0.09730818246699792
3536,1-east 56 street_2022,13.556951945395836,9.691242853853643,0.3401568391685885,0.37802539234938265
3538,1-east 56 street_2024,13.334541585876787,9.691242853853643,0.2717512503795866,0.09957380489609238
3542,1-east 57 street_2018,14.638490037149209,10.249398605635548,0.37109047529024547,0.5522170561257407
3543,1-east 57 street_2019,14.085369508730356,10.249398605635548,0.3465480823534163,0.787320350577195
3546,1-east 57 street_2022,14.115133588247156,10.249398605635548,0.43285265431257497,0.014100124378781637
3548,1-east 57 street_2024,13.892723090744305,10.249398605635548,0.3787799160379065,0.09730818246699792
3556,1-east 58 street_2022,13.379496535648736,9.513799196960289,0.3409582570945844,0.9290489979728178
3558,1-east 58 street_2024,13.157086238766487,9.513799196960289,0.30570827496917213,0.11938175702008048
3561,1-east 59 street_2017,13.973120992489402,9.738782774623814,0.3669840698326143,1.1396262647587239
3566,1-east 59 street_2022,13.604494676480117,9.738782774623814,0.4559030584382829,0.43735129697048614
3568,1-east 59 street_2024,13.382084301983614,9.738782774623814,0.3911520875053714,0.0853516670995037
3576,1-east 6 street_2022,13.35321033415245,9.487514920610105,0.3427038217405619,0.5620129125351442
3592,1-east 60 street_2018,13.996198575008732,9.607138617753284,0.31368960962346154,1.1790856728179864
3612,1-east 61 street_2018,14.138650781919647,9.749582006994144,0.3056401572247599,0.6761536041833742
3651,1-east 64 street_2017,13.740567411510854,9.506244404665384,0.2419845476102345,0.5630954411996719
3662,1-east 65 street_2018,13.810401957048038,9.421355559592348,0.28827400248978186,1.0571998420875626
3672,1-east 66 street_2018,14.04355124572285,9.65448821695747,0.2629246804353325,1.3613867254137058
3682,1-east 67 street_2018,13.931481509827439,9.54242599269984,0.30648906937642906,1.2126550047087699
3701,1-east 69 street_2017,13.94148969585328,9.70715334507831,0.23069665402788525,0.8969448002766174
3716,1-east 7 street_2022,13.596531601382333,9.730820160968639,0.342682151009027,0.8393664900609233
3722,1-east 70 street_2018,14.112757247302737,9.725429010074103,0.2545803987755121,0.9197646906856554
3729,1-east 70 street_2025,13.32186090663217,9.725429010074103,0.0,0.013508350024792243
3732,1-east 71 street_2018,14.233982888905413,9.844908876890395,0.24984052477149438,0.7216860453663662
3756,1-east 72 street_2022,14.270897899284765,10.37625506222285,0.4033698914180353,0.7222689941319639
3761,1-east 73 street_2017,13.8116751285494,9.577347089935328,0.23242496417119896,1.2332014549860657
3776,1-east 74 street_2022,13.566888115669506,9.701178425693216,0.3095345808894045,0.7328004924365968
3789,1-east 75 street_2025,13.298801131835052,9.702370590769203,0.0,0.024204688696817394
3801,1-east 77 street_2017,13.90674331493554,9.672409084349601,0.23317297191630915,0.7438878222631296
3819,1-east 78 street_2025,13.3137469285706,9.717315505405844,0.0,0.022152804641133304
3839,1-east 79 street_2025,13.909179961206217,10.312722254269605,0.0,0.012126179797840565
3845,1-east 8 street_2021,13.683512808691347,9.243666687931317,0.3395463245016348,0.016168581161583706
