normalized_street_name_season,snowfall,total_area,average_coverage,roadwork_factor
1-barclay street_2019,12.770467635726376,8.934591033634705,0.3278526920827695,1.366499733791711
1-baruch place_2022,11.175092765327904,7.309978180672544,0.151792440981112,0.2255406759139312
1-battery place_2018,13.594411809821414,9.20538469243299,0.313222681700982,1.2740211186371049
1-baxter street_2019,12.441788056602718,8.605961615802794,0.3039551940506233,1.2303712781804668
1-baxter street_2022,12.471552042672586,8.605961615802794,0.3352256127323628,0.0204886664273156
1-baxter street_2024,12.24914231561021,8.605961615802794,0.3168851033459081,0.0310140535291694
1-beaver street_2022,11.885441311053766,8.01999367630803,0.3274405645908651,0.0243998868235351
1-bedford street_2022,12.296010315128116,8.430454270439704,0.2897387795084947,0.0142973047008244
1-bethune street_2018,12.553147161692694,8.164301931925964,0.2718327512753678,1.4624912214553445
1-bogardus place_2021,12.290071024215033,7.8220336507247215,0.3107027234421614,0.6540424606791843
1-bradhurst avenue_2019,13.451974909182198,9.533444542451193,0.3508943797349679,0.3057920916240985
1-bradhurst avenue_2022,13.45752276566193,9.533444542451193,0.4187927154211262,0.1743733869447804
1-bridge street_2018,11.88622401696877,7.497645302540371,0.311128632503762,1.3191390859324823
1-broad street_2019,12.814665471583757,8.978783296068803,0.31105030683325,1.6501959049062682
1-broadway_2017,17.38131386666131,13.052162838769098,0.3614224215956395,0.771865935271336
1-broadway_2018,17.46447404661707,13.052162838769098,0.3839315395602274,0.8044201829693741
1-broadway_2019,16.97076205673618,13.052162838769098,0.3896415328658272,0.0655068022021196
1-broadway_2021,17.52059438033301,13.052162838769098,0.4263001038089166,0.0944006754214843
1-broadway_2022,16.97630992093806,13.052162838769098,0.4533429918859626,0.2471725291135709
1-broadway_2024,16.6134908874202,13.052162838769098,0.4046613588110225,0.1488509467323547
1-broadway_2025,16.60750881610825,13.052162838769098,0.0,0.125663017995657
1-broome street_2019,14.111871768784628,10.275899960355147,0.2500956228564672,0.6259919053725372
1-broome street_2021,14.715807619330606,10.275899960355147,0.3065003482485027,0.0057832447557273
1-broome street_2022,14.141635848887011,10.275899960355147,0.3191977392306569,0.4700661272926919
1-broome street_2025,13.786217231547113,10.275899960355147,0.0,0.0119285708652738
1-cabrini boulevard_2022,12.829630183850137,8.9056139530388,0.3185479329932216,0.0218593343528935
1-canal street_2024,14.47616050130805,10.832820787018768,0.405957597652716,0.4835366435283199
1-carlisle street_2022,10.529529503825056,6.665008706064206,0.3182398044945505,0.028976108236517
1-catherine lane_2022,10.55025378941638,6.685707392686896,0.2803019651541584,0.1538363447148671
1-catherine street_2022,12.05584544086588,8.190347365443676,0.3416409287176547,0.0279069532530078
1-cedar street_2022,12.16248153844282,8.29695600028156,0.2957480463946442,0.0273232956488903
1-central park west_2017,15.668341597561446,11.379675834503605,0.3349476586585139,1.958360887350616
1-central park west_2019,15.252738901961544,11.379675834503605,0.3851904117329506,1.357663378320738
1-central park west_2024,14.948915697680205,11.379675834503605,0.4010654488906307,0.1365393641388269
1-centre street_2018,14.15877067220031,9.769700750044713,0.3118384919998154,0.4425039555431507
1-centre street_2021,14.209585971881047,9.769700750044713,0.3721428059492623,0.5294510878891555
1-centre street_2022,13.635414409201186,9.769700750044713,0.4088533010881154,0.0201947072855192
1-chambers street_2018,14.030829364225106,9.641767146423875,0.3342678462864223,0.6143204000139743
1-chambers street_2022,13.507473167814805,9.641767146423875,0.4390935781556586,0.87983419486354
1-charles street_2018,13.26335873698948,8.874370567680396,0.2730725600788155,0.6495609523970224
1-charles street_2022,12.740003180607054,8.874370567680396,0.2871672340628854,0.0084640784121294
1-charlton street_2022,12.497071812817088,8.631476871208509,0.4510258569755929,0.6315908748608395
1-cherry street_2019,13.488197713681464,9.652255089952227,0.2801112230802137,2.3172864958469384
1-cherry street_2022,13.517961774906526,9.652255089952227,0.3479824175183331,0.0119285708652738
1-christopher street_2019,13.161551485343676,9.325633157688834,0.3818662638376275,1.3376554355133303
1-christopher street_2021,13.76548680111491,9.325633157688834,0.3983369593743819,0.1228369099590624
1-christopher street_2022,13.191315530853077,9.325633157688834,0.3901577614492192,0.43139273011808
1-church street_2019,14.11144257696548,10.275470783007163,0.3934204236974949,0.9963211317796437
1-church street_2021,14.715378427366762,10.275470783007163,0.4154710325620179,0.0057832447557273
1-claremont avenue_2024,13.112617254103773,9.543435940593882,0.3578449908740882,1.315603620497121
1-clarkson street_2024,12.233174077041674,8.589996245982968,0.4600403672744781,0.4624123885499145
1-cleveland place_2022,11.35827362542997,7.493049429099134,0.4251530630803838,0.6607272893038341
1-cleveland place_2024,11.135865850766818,7.493049429099134,0.3474950059119632,0.0914846901221783
1-clinton street_2021,14.06619583035412,9.62631931705832,0.3572169656930966,1.0605642210305797
1-clinton street_2024,13.269614010435111,9.62631931705832,0.3780366610424634,0.0094551587707551
1-columbia street_2021,13.802052227345508,9.36219542214596,0.3903793608000075,3.8353730359042255
1-columbus avenue_2018,15.680873157468758,11.291759106226914,0.3715988451826852,1.8176870912379708
1-columbus avenue_2019,15.127752419059687,11.291759106226914,0.3846473885206125,0.0647572472152785
1-convent avenue_2022,14.03493076128808,10.11082141131634,0.4104055112401978,0.7232883374719321
1-cooper square_2024,12.489322453236026,8.846103699603852,0.3333474910477042,1.2350644118036098
1-cortlandt street_2021,11.56850200290516,7.129352396111137,0.3776855440010886,0.6127502434879162
1-crosby street_2022,12.822720146384954,8.957076657309853,0.3054734446034929,0.0129162252665463
1-crosby street_2024,12.600310136503436,8.957076657309853,0.2272729446562209,0.1186715297174986
1-dongan place_2024,10.46378895767798,6.903435106451939,0.2859564464843111,1.8687205103641835
1-dover street_2017,11.756570196522508,7.522706854450988,0.3106195988317601,2.549109176985929
1-doyers street_2017,10.899138024218349,6.665997529451327,0.1400460736457163,2.6852795736478607
1-doyers street_2022,10.530519562237624,6.665997529451327,0.265526679572004,1.5013180376886726
1-duane street_2021,13.653627153435863,9.213783932293916,0.2993201882112488,1.2651713790469443
1-duane street_2022,13.07945597968703,9.213783932293916,0.2889112632112556,0.0248877155077789
1-dyckman street_2018,14.821099284260107,10.40881575698381,0.3529423659612279,1.356736808877565
1-dyckman street_2024,13.97011658107207,10.40881575698381,0.4041232119995859,0.0069756137364252
1-dyer avenue_2022,13.524571774858428,9.6588646752823,0.1095504832350743,0.0256677467485777
1-east 1 street_2021,13.232430099664384,8.792638459820637,0.2932870249723485,2.62367534543371
1-east 10 street_2018,14.541016432081634,10.151928577766377,0.3119088505429978,0.3601887632385289
1-east 10 street_2019,13.987895936872128,10.151928577766377,0.3182228242307108,0.6815299612197546
1-east 100 street_2019,12.738446665128782,8.865510658704386,0.2740177102577231,2.2144094020903204
1-east 100 street_2024,12.434624418880388,8.865510658704386,0.3100169877559968,0.0101483310518151
1-east 101 street_2021,13.234335744567826,8.771689185187032,0.3323050532406514,1.50027015843332
1-east 102 street_2021,13.67840135529667,9.215699834080691,0.3172742949192491,1.5875194483330777
1-east 102 street_2024,12.784854133213717,9.215699834080691,0.304776505811081,2.2930800629797408
1-east 103 street_2021,13.334203061352683,8.871541934360055,0.2389090314234183,0.8861201425290384
1-east 103 street_2024,12.440656519631917,8.871541934360055,0.2082549388204591,1.3525307309670815
1-east 104 street_2021,13.696413453213028,9.233710176924127,0.3252020696501733,1.5444726335817414
1-east 106 street_2017,14.887979695641992,10.599327254885438,0.3058573992241211,0.3221559603118572
1-east 106 street_2019,14.472377095560232,10.599327254885438,0.3385251166824169,0.7879117570043683
1-east 107 street_2017,13.112365823484083,8.823833965519563,0.1899179036858893,0.9329511727672624
1-east 107 street_2025,12.4201808128385,8.823833965519563,0.0,0.5203996462002639
1-east 108 street_2017,13.850605777988584,9.561998135352416,0.2154671038158706,1.1011756670712698
1-east 109 street_2017,13.784192648696363,9.495589770699157,0.2324002950458415,1.2282653368949676
1-east 11 street_2021,14.284968154720929,9.845078831574597,0.3174321615764106,0.0088606284321965
1-east 11 street_2024,13.488386148546162,9.845078831574597,0.2933770322372813,0.2625180987882313
1-east 110 street_2017,13.74907525172353,9.460475023973244,0.2382217491353394,1.4133013666064176
1-east 111 street_2017,13.746036147839906,9.45743615385079,0.2254937286591633,1.495328122144013
1-east 112 street_2017,13.563070392766388,9.274485865172766,0.24281801456023,2.290907170713791
1-east 112 street_2024,12.843645683451276,9.274485865172766,0.3016997435303225,1.923080086555413
1-east 114 street_2022,11.383559921583643,7.48943428872147,0.3169552828021938,1.2176389950897506
1-east 115 street_2022,13.301738034438769,9.407145134229836,0.3178184594008768,1.935917531593793
1-east 116 street_2019,14.305849179368952,10.43280376247336,0.3603141473312715,1.1004439434970796
1-east 116 street_2022,14.327448278086536,10.43280376247336,0.4249076395595599,0.0117309228756986
1-east 117 street_2022,13.440856690216638,9.54625333971904,0.3011376503934517,0.0137056470561119
1-east 117 street_2024,13.11543484920027,9.54625333971904,0.2734432487995273,0.6954944236282934
1-east 118 street_2022,13.555882773940755,9.661271815879925,0.2996738364669383,0.7674658448022446
1-east 119 street_2022,13.64673961660265,9.75212323837355,0.3021696422291077,0.011533235813673
1-east 12 street_2017,14.054709817991226,9.82036704817666,0.2796227221751887,0.765700373241654
1-east 12 street_2019,13.656319404630043,9.82036704817666,0.2916424736678778,1.0446487657246804
1-east 120 street_2025,13.323325600832526,9.726893619228392,0.0,0.0133110140596723
1-east 122 street_2019,13.093941180153571,9.220963815375775,0.1914914030894521,1.2095870151104042
1-east 124 street_2019,13.202981762675952,9.329994388964332,0.2864908870816278,0.8951079526062484
1-east 125 street_2021,14.520937583498595,10.058180079749002,0.5155455020780919,0.795839138783491
1-east 126 street_2018,13.81493363901324,9.427625870777115,0.31106159967422,0.5920553189986716
1-east 128 street_2019,13.26121580875725,9.388223520279364,0.28460193687538,0.8486968813009109
1-east 129 street_2018,12.971930928018136,8.584728318878469,0.3211931970435334,1.7331588394238593
1-east 13 street_2018,14.299787870835578,9.910710524288644,0.2658079154254728,0.3814456022639441
1-east 130 street_2017,12.827841101026632,8.539357019503393,0.3063306315298539,1.30106321675723
1-east 130 street_2018,12.926551057887252,8.539357019503393,0.329833708922048,0.2848781451190467
1-east 131 street_2017,12.982947471024142,8.694435669500496,0.4026288457072156,1.6162744896930887
1-east 132 street_2019,12.589602230449223,8.716688410143142,0.5228953478533211,0.9104738465525902
1-east 135 street_2018,13.367227785007742,8.95504198511207,0.3452473236001803,1.2544757864990428
1-east 14 street_2017,14.87289713305698,10.638524442700534,0.3308151199209675,0.0469790011939946
1-east 14 street_2018,15.027627137380568,10.638524442700534,0.3418841181831374,0.916090711871488
1-east 15 street_2022,13.421373229429207,9.555672926406627,0.3260418943423404,0.7341451595940175
1-east 15 street_2024,13.19896291674848,9.555672926406627,0.3013809168099428,0.1753808591146234
1-east 16 street_2022,13.142606008194877,9.276927989831217,0.2717596359288458,0.2388594077542124
1-east 16 street_2024,12.920195814281836,9.276927989831217,0.2778639167711358,0.0482185722704743
1-east 17 street_2022,13.185350408218842,9.319668557030548,0.3462069080399984,0.8128838621622787
1-east 17 street_2024,12.962940193878302,9.319668557030548,0.3315339549806303,0.4823026848327524
1-east 18 street_2022,13.264679500370615,9.39899095577304,0.3064027998263526,0.5384797005478066
1-east 18 street_2024,13.04226925035693,9.39899095577304,0.2804360557804667,0.4564116757262685
1-east 19 street_2017,13.43534964125234,9.201052799239196,0.2352701615899733,0.4591954305291321
1-east 19 street_2022,13.066723596407993,9.201052799239196,0.3410889953394104,1.0551827307407735
1-east 2 street_2022,13.6422580739819,9.776544033160068,0.2962700896383145,0.437092965788476
1-east 20 street_2022,13.87992743152506,10.0142016337349,0.3201584384164833,0.1907030008218697
1-east 21 street_2017,13.400292017782414,9.165998724816848,0.2494244807822421,0.0933992642585496
1-east 22 street_2017,13.52863905097904,9.294333349053687,0.2021211327560148,0.0529718847661057
1-east 22 street_2024,12.937602745731224,9.294333349053687,0.2409157210600074,0.3766540262540447
1-east 23 street_2021,14.594081004530754,10.154177752777676,0.3518334279567436,0.4385129621543647
1-east 24 street_2022,13.261006892063536,9.395318645762815,0.3105092398359574,0.0143958802837323
1-east 25 street_2022,13.303679748253863,9.43798810264638,0.3010611641704954,0.013804280976397
1-east 25 street_2024,13.08126948171314,9.43798810264638,0.2511015490890431,0.4223222251745873
1-east 26 street_2019,13.419613547179493,9.583675388283424,0.2812127789263399,0.6907944149763481
1-east 26 street_2022,13.449377605516553,9.583675388283424,0.3538379424805196,0.1939206926373065
1-east 27 street_2019,13.18281425147686,9.346894089541909,0.2074657385949799,0.8896592408732374
1-east 27 street_2022,13.212578298172756,9.346894089541909,0.2577702286237773,0.0159717695096986
1-east 28 street_2022,13.200985649499128,9.335302436741305,0.3148859872158168,0.56338012250088
1-east 29 street_2022,13.371650873811816,9.505954104434975,0.2890027858288758,0.4712528486461674
1-east 3 street_2022,13.477772066422316,9.6120679622765,0.3164046735704037,1.3143954855760271
1-east 30 street_2022,13.516193283552496,9.650486709994857,0.3159135096001763,0.7866375236472842
1-east 31 street_2022,13.052078271468586,9.18640893218256,0.3123746850421524,0.3146647437816678
1-east 32 street_2022,13.375223198474917,9.509526169322472,0.2993610979922969,0.4716897070173926
1-east 33 street_2019,13.505605424141695,9.669661715057735,0.2826951686956405,0.2054682596342013
1-east 33 street_2022,13.5353694860688,9.669661715057735,0.3430093728742249,0.3445112654378242
1-east 34 street_2022,13.928197325356043,10.062469462513546,0.4870353523577128,0.0112366319259876
1-east 35 street_2017,13.860277449272097,9.62594617159592,0.2553428561514224,0.2304765986810017
1-east 36 street_2022,13.39102775966814,9.525329592294035,0.3477593488796194,0.1257512053055603
1-east 36 street_2024,13.16861745836939,9.525329592294035,0.3094266938568307,0.7659793392096153
1-east 37 street_2017,13.90512343932408,9.67078930938987,0.1663695310980601,0.2226634360773325
1-east 37 street_2018,14.05985336237726,9.67078930938987,0.1889032542483333,0.2226634360773325
1-east 37 street_2019,13.506733088133211,9.67078930938987,0.2012657564734621,1.0954405975024746
1-east 38 street_2018,13.779614994820504,9.390571097721772,0.2699806346352181,0.2687285845346934
1-east 38 street_2022,13.25625895675828,9.390571097721772,0.3219456093428658,0.5597872018146528
1-east 39 street_2017,13.711460619966076,9.477139778239948,0.2745570999088418,0.821848175575679
1-east 39 street_2018,13.866190515012145,9.477139778239948,0.2931013769842863,0.2551072265196023
1-east 4 street_2022,13.670599197959548,9.804883604089593,0.3744663160904444,1.190948353203183
1-east 40 street_2017,13.508910899153378,9.274607002576122,0.2689899394396283,1.0913526679388494
1-east 40 street_2018,13.663640758484176,9.274607002576122,0.2935059275648152,0.3065283602481408
1-east 42 street_2021,14.52077963440544,10.080879307268276,0.3629054936893685,0.7793707473085628
1-east 43 street_2021,13.616021231396914,9.176181784219787,0.3381091661076998,0.2224232919897265
1-east 43 street_2024,12.819439950434058,9.176181784219787,0.3194981176364409,0.0218593343528935
1-east 44 street_2017,13.47491582277254,9.240615121918855,0.2432451641972403,1.0257189631477848
1-east 44 street_2024,12.88387957677992,9.240615121918855,0.2742299277439919,0.0205866336083883
1-east 45 street_2024,13.107713211653357,9.464429808574256,0.2872509450469569,0.0187236139981025
1-east 46 street_2024,13.1469273548417,9.503641047124766,0.2519208854724455,0.0133110140596723
1-east 47 street_2017,13.617821312121464,9.3835078790768,0.1979831611422378,0.7008673035750834
1-east 47 street_2024,13.026784915272058,9.3835078790768,0.2289130392861228,0.0131136391453831
1-east 48 street_2017,13.69702413173907,9.462704387481534,0.2131064193083096,0.6923968991692412
1-east 48 street_2024,13.105987660112248,9.462704387481534,0.2559778670294684,0.0157749191153622
1-east 49 street_2024,13.35939495528749,9.716094745407649,0.2785269918057908,0.0122249696225689
1-east 5 street_2021,13.987385458697894,9.547514291009117,0.2710164645512186,1.9040161515737224
1-east 5 street_2022,13.413214026159174,9.547514291009117,0.266343986004855,0.4098554564094573
1-east 50 street_2019,13.337229425845194,9.501297051141146,0.2622625091888481,0.4459670514174942
1-east 50 street_2024,13.144583188405194,9.501297051141146,0.2833624113072645,0.7443629719442156
1-east 51 street_2019,13.333321693086662,9.497389604759675,0.2824102643503466,0.4183155200869841
1-east 51 street_2024,13.140675456988664,9.497389604759675,0.2784441314668446,0.0147900854726354
1-east 52 street_2017,13.8218974151544,9.587568682151009,0.2422410729755865,0.1246041632245308
1-east 52 street_2019,13.423507102798704,9.587568682151009,0.2375629005426621,0.1626289234482185
1-east 52 street_2024,13.230860837026638,9.587568682151009,0.2402379846735098,0.0150856374180408
1-east 53 street_2017,13.840402916498585,9.60607294434941,0.2732400513976972,0.9245366407280058
1-east 53 street_2024,13.249366323689182,9.60607294434941,0.3159427442373765,0.026349775322782
1-east 54 street_2017,13.89940496691744,9.665071193609666,0.2550836412095452,0.4871065371453978
1-east 54 street_2022,13.53077868003592,9.665071193609666,0.3329360914908015,0.0092570212626767
1-east 54 street_2024,13.308368329071287,9.665071193609666,0.2630271746674385,0.0983056887841233
1-east 55 street_2021,14.111710599936115,9.671831185985637,0.3293037471426003,0.5041634808924402
1-east 55 street_2022,13.53753909103695,9.671831185985637,0.3458412773229452,0.0141987193998129
1-east 55 street_2024,13.315128737841269,9.671831185985637,0.2919831543511715,0.0973081824669979
1-east 56 street_2022,13.556951945395836,9.691242853853645,0.3401568391685885,0.3780253923493826
1-east 56 street_2024,13.334541585876789,9.691242853853645,0.2717512503795866,0.0995738048960923
1-east 57 street_2018,14.638490037149207,10.249398605635548,0.3710904752902454,0.5522170561257407
1-east 57 street_2019,14.085369508730356,10.249398605635548,0.3465480823534163,0.787320350577195
1-east 57 street_2022,14.115133588247156,10.249398605635548,0.4328526543125749,0.0141001243787816
1-east 57 street_2024,13.892723090744305,10.249398605635548,0.3787799160379065,0.0973081824669979
1-east 58 street_2022,13.379496535648736,9.513799196960289,0.3409582570945844,0.9290489979728178
1-east 58 street_2024,13.157086238766489,9.513799196960289,0.3057082749691721,0.1193817570200804
1-east 59 street_2017,13.973120992489402,9.738782774623814,0.3669840698326143,1.139626264758724
1-east 59 street_2022,13.604494676480115,9.738782774623814,0.4559030584382829,0.4373512969704861
1-east 59 street_2024,13.382084301983614,9.738782774623814,0.3911520875053714,0.0853516670995037
1-east 6 street_2022,13.35321033415245,9.487514920610105,0.3427038217405619,0.5620129125351442
1-east 60 street_2018,13.996198575008732,9.607138617753284,0.3136896096234615,1.1790856728179864
1-east 61 street_2018,14.138650781919647,9.749582006994144,0.3056401572247599,0.6761536041833742
1-east 64 street_2017,13.740567411510854,9.506244404665384,0.2419845476102345,0.5630954411996719
1-east 65 street_2018,13.810401957048038,9.421355559592348,0.2882740024897818,1.0571998420875626
1-east 66 street_2018,14.04355124572285,9.65448821695747,0.2629246804353325,1.3613867254137058
1-east 67 street_2018,13.93148150982744,9.54242599269984,0.306489069376429,1.21265500470877
1-east 69 street_2017,13.94148969585328,9.70715334507831,0.2306966540278852,0.8969448002766174
1-east 7 street_2022,13.596531601382331,9.73082016096864,0.342682151009027,0.8393664900609233
1-east 70 street_2018,14.112757247302737,9.725429010074103,0.2545803987755121,0.9197646906856554
1-east 70 street_2025,13.32186090663217,9.725429010074103,0.0,0.0135083500247922
1-east 71 street_2018,14.233982888905413,9.844908876890395,0.2498405247714943,0.7216860453663662
1-east 72 street_2022,14.270897899284764,10.37625506222285,0.4033698914180353,0.7222689941319639
1-east 73 street_2017,13.8116751285494,9.577347089935328,0.2324249641711989,1.2332014549860657
1-east 74 street_2022,13.566888115669506,9.701178425693216,0.3095345808894045,0.7328004924365968
1-east 75 street_2025,13.298801131835052,9.702370590769204,0.0,0.0242046886968173
1-east 77 street_2017,13.90674331493554,9.6724090843496,0.2331729719163091,0.7438878222631296
1-east 78 street_2025,13.3137469285706,9.717315505405844,0.0,0.0221528046411333
1-east 79 street_2025,13.909179961206217,10.312722254269604,0.0,0.0121261797978405
1-east 8 street_2021,13.683512808691347,9.243666687931317,0.3395463245016348,0.0161685811615837
1-east 80 street_2022,13.589676815725646,9.695063783912586,0.3270315048210601,0.0122249696225689
1-east 80 street_2024,13.264254897355237,9.695063783912586,0.313551452430198,0.0122249696225689
1-east 81 street_2018,13.995379272180642,9.608058383287007,0.2860140153510839,0.5230110786297921
1-east 81 street_2022,13.502665930287478,9.608058383287007,0.3283831294268278,0.013804280976397
1-east 81 street_2024,13.177244055740816,9.608058383287007,0.3102698642271888,0.013804280976397
1-east 82 street_2017,13.99406240730833,9.705445491685948,0.2326222952687535,0.7998467992190011
1-east 82 street_2022,13.600059146660618,9.705445491685948,0.2979292598544292,0.0121261797978405
1-east 82 street_2024,13.27463722331115,9.705445491685948,0.3050589517951646,0.0117309228756986
1-east 83 street_2018,14.158960150794456,9.771629249518208,0.2619593241906477,0.577680210751232
1-east 83 street_2022,13.666246728631949,9.771629249518208,0.2999323123224247,0.0113355096637456
1-east 83 street_2024,13.3408247747277,9.771629249518208,0.2859564464843111,0.7274519842519357
1-east 84 street_2017,13.994064962245146,9.705448046469176,0.2739719591547585,0.2700271372130601
1-east 84 street_2022,13.600061701596402,9.705448046469176,0.3641405468975022,0.0121261797978405
1-east 84 street_2024,13.274639778245716,9.705448046469176,0.3402963330596164,0.0137056470561119
1-east 85 street_2017,14.027770649146152,9.739151740947763,0.2724315685028239,0.2609786896172311
1-east 85 street_2022,13.63376737510922,9.739151740947763,0.3594617548459117,0.0125212805536717
1-east 85 street_2024,13.308345435946082,9.739151740947763,0.3367458718671398,0.0133110140596723
1-east 86 street_2018,14.928194852227527,10.54083371766686,0.3752168869854773,0.1347057028522913
1-east 86 street_2021,15.00360743213318,10.54083371766686,0.4026450435072157,1.1045280890974138
